1.000000000000000000e+00 1.166700000000000000e+04 1.166700000000000000e+04 1.166700000000000000e+04 5.591700000000000000e+04 5.402080000000000000e+05 3.388800000000000000e+05 2.771530000000000000e+05 0.000000000000000000e+00 1.000000000000000000e+03 2.329300000000000068e+02 -4.579069999999999668e-02
1.000000000000000000e+00 1.167700000000000000e+04 1.167700000000000000e+04 1.167700000000000000e+04 5.581200000000000000e+04 5.377230000000000000e+05 3.377240000000000000e+05 2.766890000000000000e+05 0.000000000000000000e+00 1.000000000000000000e+03 2.329180000000000064e+02 -4.579069999999999668e-02
1.000000000000000000e+00 1.168700000000000000e+04 1.168700000000000000e+04 1.168700000000000000e+04 5.570200000000000000e+04 5.355100000000000000e+05 3.367120000000000000e+05 2.764240000000000000e+05 0.000000000000000000e+00 1.000000000000000000e+03 2.329110000000000014e+02 -4.579069999999999668e-02
1.000000000000000000e+00 1.169700000000000000e+04 1.169700000000000000e+04 1.169700000000000000e+04 5.561900000000000000e+04 5.338630000000000000e+05 3.360310000000000000e+05 2.764340000000000000e+05 0.000000000000000000e+00 1.000000000000000000e+03 2.328990000000000009e+02 -4.579069999999999668e-02
1.000000000000000000e+00 1.170700000000000000e+04 1.170700000000000000e+04 1.170700000000000000e+04 5.563000000000000000e+04 5.325860000000000000e+05 3.355940000000000000e+05 2.766450000000000000e+05 0.000000000000000000e+00 1.000000000000000000e+03 2.328880000000000052e+02 -4.579069999999999668e-02
1.000000000000000000e+00 1.171700000000000000e+04 1.171700000000000000e+04 1.171700000000000000e+04 5.548100000000000000e+04 5.303500000000000000e+05 3.345640000000000000e+05 2.763550000000000000e+05 0.000000000000000000e+00 1.000000000000000000e+03 2.328789999999999907e+02 -4.579069999999999668e-02
1.000000000000000000e+00 1.172700000000000000e+04 1.172700000000000000e+04 1.172700000000000000e+04 5.543300000000000000e+04 5.283430000000000000e+05 3.336680000000000000e+05 2.761730000000000000e+05 0.000000000000000000e+00 1.000000000000000000e+03 2.328679999999999950e+02 -4.579069999999999668e-02
1.000000000000000000e+00 1.173700000000000000e+04 1.173700000000000000e+04 1.173700000000000000e+04 5.536600000000000000e+04 5.259960000000000000e+05 3.325400000000000000e+05 2.757820000000000000e+05 0.000000000000000000e+00 1.000000000000000000e+03 2.328600000000000136e+02 -4.579069999999999668e-02
1.000000000000000000e+00 1.174700000000000000e+04 1.174700000000000000e+04 1.174700000000000000e+04 5.518900000000000000e+04 5.225450000000000000e+05 3.307180000000000000e+05 2.748500000000000000e+05 0.000000000000000000e+00 1.000000000000000000e+03 2.328470000000000084e+02 -4.579069999999999668e-02
1.000000000000000000e+00 1.175700000000000000e+04 1.175700000000000000e+04 1.175700000000000000e+04 5.516900000000000000e+04 5.209090000000000000e+05 3.300170000000000000e+05 2.748070000000000000e+05 0.000000000000000000e+00 1.000000000000000000e+03 2.328360000000000127e+02 -4.579069999999999668e-02
